Use electrical steering,Switch to electrical steering,,,,,,,,,,,
Use manual steering,Switch to manual steering,,,,,,,,,,,
Depth Steers Station,Depth steers station,,,,,,,,,,,
Depth Steers Station Description,"A station which allows the rotation of shipÅfs vertical steers on the bow and stern. The operation of the steers can be manual or automatic using an electric engine which rotates the steers. The first method is less accurate and might make it impossible to maintain periscope depth during poor weather, whereas in the second one, the working engines emit a sound which may make it easier for enemies to detect your ship.",,,,,,,,,,,
Snorkel Control Lever,Snorkel control lever,,,,,,,,,,,
Main Blowing Valve,Main blowing valve,,,,,,,,,,,
Flood the ballast tanks,Flood the tanks,,,,,,,,,,,
Blow the ballast tanks,Blow the tanks,,,,,,,,,,,
"Blow the ballast tanks (emergency)	","Blow the tanks (emergency)	",,,,,,,,,,,
Adjust ballast,Adjust ballast,,,,,,,,,,,
Snorkel raise,Raise snorkels mast,,,,,,,,,,,
Snorkel hide,Hide snorkels mast,,,,,,,,,,,
Flood valves,Flood valves,,,,,,,,,,,
FuMB 26 ?TunisÅh,Radar detector,,,,,,,,,,,
Mount detector,Mount detector,,,,,,,,,,,
Unmount detector,Unmount detector,,,,,,,,,,,
Climb up,Climb up,,,,,,,,,,,
Climb down,Climb down,,,,,,,,,,,
Open map,Open map,,,,,,,,,,,
Maps,Maps,,,,,,,,,,,
Repair,"Repair  (requires: <sprite name=""Replacement Parts"">)",,,,,,,,,,,
Inspect,Inspect,,,,,,,,,,,
First Aid,First aid,,,,,,,,,,,
Repair (Requires Parts),Repair,,,,,,,,,,,
Discipline,Discipline,,,,,,,,,,,
Calm Down,Calm down,,,,,,,,,,,
Pardon,Pardon,,,,,,,,,,,
Toilet Cleaning,Toilet cleaning,,,,,,,,,,,
Arrest,Arrest,,,,,,,,,,,
Execute,Execute,,,,,,,,,,,
Knock Out,Knock out,,,,,,,,,,,
Pump out the water,Pump out the water,,,,,,,,,,,
Open storage,Open storage room,,,,,,,,,,,
Open torpedo storage,Manage torpedo loadout,,,,,,,,,,,
Open gun storage,Open ammunition storage,,,,,,,,,,,
Open kitchen storage,Open galley storage,,,,,,,,,,,
Open ventilation storage,Open,,,,,,,,,,,
Open compartment storage,Check bilges,,,,,,,,,,,
Boost Performance,Boost performance,,,,,,,,,,,
Diesel Engines,Diesel engines,,,,,,,,,,,
Diesel Engines Description,"Diesel engines require air for work but are very efficient and are the preferred drive source for long journeys. During operation, they generate electric energy.",,,,,,,,,,,
Use Deck Gun,Using Deck gun,,,,,,,,,,,
Use Deck Gun Task,Work - Deck gun,,,,,,,,,,,
Use Deck Gun Full Description,"<b>Deck gun</b>

Officer is handling the deck gun.

Additional sailors:",,,,,,,,,,,
Use Deck Gun Full Description 1,Rate of fire increases by 33%. Recoil recovery rate increases by 15%.,,,,,,,,,,,
Use Deck Gun Full Description 2,Rate of fire increases by 66%. Recoil recovery rate increases by 35%.,,,,,,,,,,,
Use Deck Gun Full Description 3,Rate of fire increases by 100%. Recoil recovery rate increases by 60%.,,,,,,,,,,,
MG C30,MG C/30,,,,,,,,,,,
MG C30 Description,20 mm anti-aircraft gun.,,,,,,,,,,,
Play Cards,Playing cards,,,,,,,,,,,
Play Cards Full Description,"<b>Playing cards</b>

Officer is playing cards with the crew to improve morale.",,,,,,,,,,,
Valves,Valves,,,,,,,,,,,
Valves Description,The valve column allows for blowing and flooding the ballast tanks on our ship.,,,,,,,,,,,
Warm up the torpedo,Perform a maintenance,,,,,,,,,,,
Warm up the torpedo Progressing Description,Maintenance of a torpedo,,,,,,,,,,,
Warm up the torpedo Full Description,"<b>Torpedo maintenance</b>

Officer is performing maintenance work on the torpedo to eliminate the risk of a dud.",,,,,,,,,,,
Warm up the torpedo Full Description 1,Maintenance speed will increase by about 100%.,,,,,,,,,,,
Warm up the torpedo Full Description 2,Maintenance speed will increase by about 200%.,,,,,,,,,,,
Load Torpedoes,Loading torpedoes,,,,,,,,,,,
Load Torpedoes 1,Loading torpedoes,,,,,,,,,,,
Load Torpedoes 2,Loading torpedoes,,,,,,,,,,,
Load Torpedoes 3,Loading torpedoes,,,,,,,,,,,
Load Torpedoes 4,Loading torpedoes,,,,,,,,,,,
Load Torpedoes 5,Loading torpedoes,,,,,,,,,,,
Load Torpedoes Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load Torpedoes 1 Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes 1 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes 1 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load Torpedoes 2 Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes 2 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes 2 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load Torpedoes 3 Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes 3 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes 3 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load Torpedoes 4 Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes 4 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes 4 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load Torpedoes 5 Full Description,"<b>Loading Torpedoes</b>

Officer loads torpedoes to the tubes.

Additional sailors:",,,,,,,,,,,
Load Torpedoes 5 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load Torpedoes 5 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes 1,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes 2,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes 3,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes 4,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes 5,Maintenance and loading torpedoes,,,,,,,,,,,
Load and Warm Torpedoes Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes 1 Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes 1 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes 1 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes 2 Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes 2 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes 2 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes 3 Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes 3 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes 3 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes 4 Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes 4 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes 4 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Load and Warm Torpedoes 5 Full Description,"<b>Loading Torpedoes</b>

Officer performs a full maintenance of the torpedoes and loads them to the tubes.

Additional sailors:",,,,,,,,,,,
Load and Warm Torpedoes 5 Full Description 1,Loading speed will increase by about 300%.,,,,,,,,,,,
Load and Warm Torpedoes 5 Full Description 2,Loading speed will increase by about 500%.,,,,,,,,,,,
Use Attack Periscope,Observation,,,,,,,,,,,
Use Attack Periscope Task,Work - Attack periscope,,,,,,,,,,,
Use Attack Periscope Full Description,"<b>Attack Periscope Observation</b>

Officer watches for targets increasing u-boat's sight range. If ordered, he can aim torpedoes at a chosen target.

Additional sailors:",,,,,,,,,,,
Use Attack Periscope Full Description 1,The sailor operates a torpedo data computer and allows officer to focus on observation. The range of observation increases by 15% and the aiming speed by 25%.,,,,,,,,,,,
Use Attack Periscope Full Description 2,The sailor uses an observation periscope and supports the officer. The overall sight range increases by 20% and the aiming speed by 20%.,,,,,,,,,,,
Use Observation Periscope,Observation,,,,,,,,,,,
Use Observation Periscope Task,Work - Observation periscope,,,,,,,,,,,
Use Targeting Sight,Observation,,,,,,,,,,,
Use Targeting Sight Task,Work - UZO,,,,,,,,,,,
Use Targeting Sight Full Description,"<b>Targeting Sight Observation</b>

Officer watches for targets increasing u-boat's sight range. If ordered, he can aim torpedoes at a chosen target.

Additional sailors:",,,,,,,,,,,
Use Targeting Sight Full Description 1,The range of the observation and the aiming speed increases by 25%.,,,,,,,,,,,
Use Targeting Sight Full Description 2,The range of the observation and the aiming speed increases by 50%.,,,,,,,,,,,
Use Navigation Table,Navigation,,,,,,,,,,,
Use Navigation Table Task,Work - Navigator's station,,,,,,,,,,,
Use Navigation Table Full Description,"<b>Navigation</b>

Officer constantly updates our position, eliminating risk to get lost when our ship is on the open sea.

Additional sailors:",,,,,,,,,,,
Use Navigation Table Full Description 1,Thanks to better navigation we will save 10% more fuel and energy.,,,,,,,,,,,
Use Navigation Table Full Description 2,Thanks to better navigation we will save 20% more fuel and energy.,,,,,,,,,,,
Fix Ship Position, Fixing ship positionÅc,,,,,,,,,,,
Fix Ship Position Task,Work - Navigator's station - Fixing ship positionÅc,,,,,,,,,,,
Fix Ship Position Full Description,"<b>Fixing ship positionÅc</b>

We are lost. Officer is determining our position on the map back again.

Additional sailors:",,,,,,,,,,,
Fix Ship Position Full Description 1,Fixing ship position is 100% faster.,,,,,,,,,,,
Fix Ship Position Full Description 2,Fixing ship position is 200% faster.,,,,,,,,,,,
Control Room Ladder,Ladder,,,,,,,,,,,
Conning Tower Ladder,Ladder,,,,,,,,,,,
Deck Ladder 1,Ladder,,,,,,,,,,,
Deck Ladder 2,Ladder,,,,,,,,,,,
Play Cards Description,"<align=""center"">Playing cards with the crew will recover their morale over time.",,,,,,,,,,,
Use Navigation Table Description,"<align=""center"">The officer assigned to the navigator's table will determine the boat's position in the world by measuring the positions of celestial objects and taking into account ocean currents. Neglecting that may lead to major uncertainty where the boat is located at a given time.",,,,,,,,,,,
Sleep,Rest,,,,,,,,,,,
Sleep Full Description,"<b>Rest</b>

Officer is resting in his bunk and recovers lost energy.",,,,,,,,,,,
Consume Food,Eat,,,,,,,,,,,
Flood the ballast tanks Description,"<align=""center"">The flooding of the ballast tanks will increase the overall mass of the u-boat and push it under the surface of the water.",,,,,,,,,,,
Blow the ballast tanks Description,"<align=""center"">By blowing water from the ballast tanks the overall mass of the u-boat will decrease and push it above the surface of the water.",,,,,,,,,,,
"Blow the ballast tanks (emergency) Description		","<align=""center"">By blowing water from the ballast tanks the overall mass of the u-boat will decrease and push it above the surface of the water.",,,,,,,,,,,
Officer's Bed 1,Officer's bunk,,,,,,,,,,,
Officer's Bed 2,Officer's bunk,,,,,,,,,,,
Officer's Bed 3,Officer's bunk,,,,,,,,,,,
Officer's Bed 4,Officer's bunk,,,,,,,,,,,
Skipper's Bed,Skipper's bunk,,,,,,,,,,,
ReturningTo,Returning to {0},,,,,,,,,,,
PreparingToReturn,Preparing to returnÅc,,,,,,,,,,,
TravellingTo,Travelling to {0},,,,,,,,,,,
Radio Listen State,Scanning radio frequenciesÅc,,,,,,,,,,,
Receiving Transmission,Receiving {0},,,,,,,,,,,
Investigating,Investigating {0}Åc,,,,,,,,,,,
StoppingTheShip,Stopping {0}Åc,,,,,,,,,,,
Manage Diesel Engines,Managing diesel engines,,,,,,,,,,,
Manage Diesel Engines Task,Work - Diesel engines,,,,,,,,,,,
Manage Diesel Engines Full Description,"<b>Managing diesel engines</b>

Officer manages Diesel engines, unlocking 4. gear forward and 3. gear backwards.

Additional sailors:",,,,,,,,,,,
Manage Diesel Engines Full Description 1,All gears are unlocked. Fuel usage drops by 10%. Ordered speed change is executed in at most 6 seconds.,,,,,,,,,,,
Manage Diesel Engines Full Description 2,All gears are unlocked. Fuel usage drops by 30%. Ordered speed change is executed in at most 2 seconds.,,,,,,,,,,,
Manage Electric Engines,Managing  electric engines,,,,,,,,,,,
Manage Electric Engines Task,Work - Electric engines,,,,,,,,,,,
Manage Electric Engines Full Description,"<b>Managing electric engines</b>

Officer manages Electric engines, unlocking 4. gear forward and 3. gear backwards.

Additional sailors:",,,,,,,,,,,
Manage Electric Engines Full Description 1,All gears are unlocked. Energy usage drops by 5%.,,,,,,,,,,,
Manage Electric Engines Full Description 2,All gears are unlocked. Energy usage drops by 15%.,,,,,,,,,,,
Open Details,View detailsÅc,,,,,,,,,,,
Open Details Description,Open the window containing details about your current target.,,,,,,,,,,,
Put on Deck,Place on deck,,,,,,,,,,,
Putting on Deck,Placing {0} on deckÅc,,,,,,,,,,,
DivingTo,Diving to {0},,,,,,,,,,,
DiverReturningTo,Returning to {0},,,,,,,,,,,
Enable Trim Pump,Turn on the pump,,,,,,,,,,,
Disable Trim Pump,Turn off the pump,,,,,,,,,,,
Switch Light,Switch color,,,,,,,,,,,
Light Switch,Light switch,,,,,,,,,,,
Control Room Water,Bilges,,,,,,,,,,,
Control Room Water Description,"The bilges located under the floor in the central compartment are the lowest point on the ship. Water flowing, for example, through propellers and periscopes is transferred there.",,,,,,,,,,,
Bow Torpedo Room Water,Water,,,,,,,,,,,
Stern Torpedo Room Water,Water,,,,,,,,,,,
Battery Room no. 1 Water,Water,,,,,,,,,,,
Battery Room no. 2 Water,Water,,,,,,,,,,,
Engine Room Water,Water,,,,,,,,,,,
Galley Water,Water,,,,,,,,,,,
Control Room Water StorageUI,Control room,,,,,,,,,,,
Bow Torpedo Room Water StorageUI,Bow torpedo room,,,,,,,,,,,
Stern Torpedo Room Water StorageUI,Stern torpedo room,,,,,,,,,,,
Battery Room no. 1 Water StorageUI,Battery room No. 1,,,,,,,,,,,
Battery Room no. 2 Water StorageUI,Battery room No. 2,,,,,,,,,,,
Engine Room Compartment StorageUI,Engine room,,,,,,,,,,,
Galley Compartment StorageUI,Galley,,,,,,,,,,,
Sea (Cargo dump),Throw overboard,,,,,,,,,,,
Bulb 1,Light bulb,,,,,,,,,,,
Bulb 2,Light bulb,,,,,,,,,,,
"Bulb 3 (Red, Blue)",Light bulb,,,,,,,,,,,
Bulb 4,Light bulb,,,,,,,,,,,
Bulb,Light bulb,,,,,,,,,,,
Bulb (White),Light bulb,,,,,,,,,,,
Distribution Board Door,Door,,,,,,,,,,,
Distribution Board Door (2),Door,,,,,,,,,,,
Distribution Board Door (3),Door,,,,,,,,,,,
Navigation Table,Navigator's station,,,,,,,,,,,
Navigation Table Description,Officer assigned to the navigator's table will determine boat's position in world by measuring celestial objects positions and considering ocean currents. Neglecting that may lead to major uncertainty where the boat is located at a given time.,,,,,,,,,,,
Pipe,Pipe,,,,,,,,,,,
Exterior Hatch,Exterior hatch,,,,,,,,,,,
Hatch 06,Hatch,,,,,,,,,,,
Hole Starboard,Hole in the starboard side,,,,,,,,,,,
Hole Starboard Description,Hole in the pressure hull.,,,,,,,,,,,
Hole Port,Hole in the port side,,,,,,,,,,,
Hole Port Description,Hole in the pressure hull.,,,,,,,,,,,
Hole Top,Hole in the hull,,,,,,,,,,,
Hole Top Description,Hole in the pressure hull.,,,,,,,,,,,
Power Distribution Board,Power distribution board,,,,,,,,,,,
Table,Table,,,,,,,,,,,
Toilet Pipe,Pipe,,,,,,,,,,,
Toilet Pipe Description,Pipe,,,,,,,,,,,
Flood Valves,Flood valves,,,,,,,,,,,
Main Storage,Storage room,,,,,,,,,,,
Main Storage Description,Main storage on our boat.,,,,,,,,,,,
Item Storage,Cabinet,,,,,,,,,,,
Item Storage Description, A cabinet for smaller items of officers.,,,,,,,,,,,
Torpedo Loading Hatch,Torpedo loading hatch,,,,,,,,,,,
Torpedo Loading Hatch Description,Hatch for loading torpedoes.,,,,,,,,,,,
Cheese,Cheese,,,,,,,,,,,
G7e Torpedo (T2),G7e torpedo (T2),,,,,,,,,,,
Put Down Briefcase,Put down the briefcase,,,,,,,,,,,
Open Journal,Open the ship log,,,,,,,,,,,
Talk,Talk,,,,,,,,,,,
Reflector,Searchlight,,,,,,,,,,,
Reflector Description,An operating searchlight increases our sight range at night and during bad weather conditions.,,,,,,,,,,,
Block Leak,Block leak,,,,,,,,,,,
Block Leak Description,Blocking a leak by a sailor slows down the water leakage rate by 80%.,,,,,,,,,,,
Take Command,Take command,,,,,,,,,,,
Take Command Description,{0} will be helping the officer in carrying out the tasks.,,,,,,,,,,,
Release From Duty,Release from duty,,,,,,,,,,,
Enable Gyrocompass,Turn on the gyrocompass,,,,,,,,,,,
Disable Gyrocompass,Turn off the gyrocompass,,,,,,,,,,,
Enable Ventilation,Turn on the ventilation,,,,,,,,,,,
Disable Ventilation,Turn off the ventilation,,,,,,,,,,,
Evacuate Compartment,Evacuate the compartment,,,,,,,,,,,
Stop Evacuation,Cancel evacuation,,,,,,,,,,,
Enable Junkers Diesel Compressor,Turn on the air compressor,,,,,,,,,,,
Disable Junkers Diesel Compressor,Turn off the air compressor,,,,,,,,,,,
Enable Electric Compressor,Turn on the air compressor,,,,,,,,,,,
Disable Electric Compressor,Turn off the air compressor,,,,,,,,,,,
Skipper's Desk,Skipper's desk,,,,,,,,,,,
Use Flak,Using Flak gun,,,,,,,,,,,
Use Flak Task,Work - Flak gun,,,,,,,,,,,
Use Flak Full Description,"<b>AA gun</b>

Officer is handling the AA gun.

Additional sailors:",,,,,,,,,,,
Use Flak Full Description 1,Sailor handles an additional gun.,,,,,,,,,,,
Use Flak Full Description 2,Sailors handle two additional guns.,,,,,,,,,,,
Use Flak Full Description 3,Sailors handle three additional guns.,,,,,,,,,,,
Use Flak Full Description 4,Sailors handle four additional guns.,,,,,,,,,,,
Switch Light to Surface,Turn on the white light,,,,,,,,,,,
Switch Light to Alarm,Turn on the red light,,,,,,,,,,,
Switch Light to SilentRun,Turn on the blue light,,,,,,,,,,,
Conning Tower,Conning tower,,,,,,,,,,,
Deck Storage,Deck storage,,,,,,,,,,,
Carry Items,Carry items,,,,,,,,,,,
Carry Items Task,Carry {2} to {1},,,,,,,,,,,
Investigate Wreck,Investigate wreck,,,,,,,,,,,
Diver Spot,Winch,,,,,,,,,,,
Diver Spot Description,The winch allows pulling back up a diver or things that he finds at the sea bottom.,,,,,,,,,,,
Control Room Water StorageUI,Control Room,,,,,,,,,,,
Bow Torpedo Room Water StorageUI,Bow Torpedo Room,,,,,,,,,,,
Stern Torpedo Room Water StorageUI,Stern Torpedo Room,,,,,,,,,,,
Battery Room no. 1 Water StorageUI,Battery Room No. 1,,,,,,,,,,,
Battery Room no. 2 Water StorageUI,Battery Room No. 2,,,,,,,,,,,
Engine Room Water StorageUI,Engine Room,,,,,,,,,,,
Galley Water StorageUI,Galley,,,,,,,,,,,
Large Wooden Chest,Wooden chest,,,,,,,,,,,
Pontoon,Pontoon,,,,,,,,,,,
Open Container,Open,,,,,,,,,,,
Cut The Rope,Cut the rope,,,,,,,,,,,
Enable Reflector,Turn on,,,,,,,,,,,
Disable Reflector,Turn off,,,,,,,,,,,
Investigate,Investigate,,,,,,,,,,,
Inspection,Inspection,,,,,,,,,,,
Artillery - 8.8 cm,Gun - 8.8 cm,,,,,,,,,,,
Artillery - 8.8 cm Description,The deck gun is designed to sink less armed or abandoned vessels. It can also be used as an anti-aircraft gun with limited efficiency.,,,,,,,,,,,
Removed Deck Gun,Removed deck gun,,,,,,,,,,,
Removed Deck Gun Description,Uninstalling the deck gun will increase the underwater speed of the u-boat by decreasing the overall hydrodynamic drag.,,,,,,,,,,,
Access Ammo Storage,Open the ammo storage,,,,,,,,,,,
Idle,Idle,,,,,,,,,,,
Stern Torpedo Storage,Stern torpedo storage,,,,,,,,,,,
Bow Torpedo Storage,Bow torpedo storage,,,,,,,,,,,
Small Calibre Ammunition Storage,Flak,,,,,,,,,,,
Large Calibre Ammunition Storage,Deck gun,,,,,,,,,,,
Busy Warning,The character is busy.,,,,,,,,,,,
Carrying Blocking Item,The character already has something in his hands.,,,,,,,,,,,
Goods Depository,Equipment,,,,,,,,,,,
Food Depository,Food,,,,,,,,,,,
Ammunition Depository,Ammunition,,,,,,,,,,,
Torpedo Depository,Torpedoes,,,,,,,,,,,
Fuel Depository,Fuel,,,,,,,,,,,
Items Depository,Items,,,,,,,,,,,
Fuel Tank,Fuel tank,,,,,,,,,,,
Workshop,Workshop,,,,,,,,,,,
Salvage Replacement Parts,Salvage replacement parts,,,,,,,,,,,
Salvage Replacement Parts Full Description,"<b>Salvaging</b>

Officer prepares replacement parts from parts recovered from previous repairs.",,,,,,,,,,,
Hide Flag,Hide flag,,,,,,,,,,,
Unfold Flag,Unfold flag,,,,,,,,,,,
Flag Mast,Mast,,,,,,,,,,,
Drink Coffee,Drink,,,,,,,,,,,
Echosounder,Echosounder,,,,,,,,,,,
Echosounder Description,A device whose purpose is to measure the depth at which the seabed is located.,,,,,,,,,,,
Ping Shallow,Ping (shallow),,,,,,,,,,,
Ping Shallow Description,"Depth measurement by supersonic impulse. Undetectable to the enemy, however, it is unable to detect the seabed at over 125 meters.",,,,,,,,,,,
Ping Deep,Ping (deep),,,,,,,,,,,
Ping Deep Description,Depth measurement by sonic impulse. It is detectable for nearby enemies. It has a measurement limit of 1000 meters.,,,,,,,,,,,
Manage Diving Planes Station,Improve depth keeping,,,,,,,,,,,
Manage Diving Planes Station Description,"Assigning an officer to the vertical steers station improves the depth keeping of the boat and prevents, for example, accidental broaching to the surface. Diving times are also improved.",,,,,,,,,,,
Manage Diving Planes Station Full Description,"<b>Improving depth keeping</b>

Officer works on improving the depth keeping of the boat and prevents, for example, accidental broaching to the surface. Diving times are also improved.",,,,,,,,,,,
Status Required,Required: {0},,,,,,,,,,,
Control Room,Control Room,,,,,,,,,,,
Bow Torpedo Room,Bow Torpedo Room,,,,,,,,,,,
