Engineer,Engineer,,,,,,,,,,,
Other,Other,,,,,,,,,,,
Stern Torpedo Room,Stern Torpedo Room,,,,,,,,,,,
Engine Room,Engine Room,,,,,,,,,,,
Galley,Galley,,,,,,,,,,,
Crew Quarters,Crew Quarters,,,,,,,,,,,
Control Room,Control Room,,,,,,,,,,,
Officers Room,Officers Room,,,,,,,,,,,
Bow Torpedo Room,Bow Torpedo Room,,,,,,,,,,,
Conning Tower,Conning Tower,,,,,,,,,,,
Conning Tower Interior,Conning Tower,,,,,,,,,,,
Battery Room no. 1,Battery Room No. 1,,,,,,,,,,,
Battery Room no. 2,Battery Room No. 2,,,,,,,,,,,
Generic Budget Operation,{0} {1:+#;-#;0},,,,,,,,,,,
Point,Point,,,,,,,,,,,
Additional Sailor Tooltip Prefix,{0} sailors: ,,,,,,,,,,,
Additional Sailor Tooltip Prefix 1,1 sailor: ,,,,,,,,,,,
Time Span Years Format,{0} years,,,,,,,,,,,
Time Span Months Format,{0} months,,,,,,,,,,,
Time Span Days Format,{0} days,,,,,,,,,,,
Time Span Hours Format,{0} hours,,,,,,,,,,,
Time Span Minutes Format,{0} minutes,,,,,,,,,,,
Time Span Seconds Format,{0} seconds,,,,,,,,,,,
Backspace,Backspace,,,,,,,,,,,
Delete,Delete,,,,,,,,,,,
Tab,Tab,,,,,,,,,,,
Clear,Clear,,,,,,,,,,,
Return,Enter,,,,,,,,,,,
Pause,Pause,,,,,,,,,,,
Escape,Escape,,,,,,,,,,,
Space,Space,,,,,,,,,,,
Keypad0,Num 0,,,,,,,,,,,
Keypad1,Num 1,,,,,,,,,,,
Keypad2,Num  2,,,,,,,,,,,
Keypad3,Num 3,,,,,,,,,,,
Keypad4,Num  4,,,,,,,,,,,
Keypad5,Num  5,,,,,,,,,,,
Keypad6,Num  6,,,,,,,,,,,
Keypad7,Num  7,,,,,,,,,,,
Keypad8,Num  8,,,,,,,,,,,
Keypad9,Num  9,,,,,,,,,,,
KeypadPeriod,Num .,,,,,,,,,,,
KeypadDivide,Num /,,,,,,,,,,,
KeypadMultiply,Num  *,,,,,,,,,,,
KeypadMinus,Num -,,,,,,,,,,,
KeypadPlus,Num +,,,,,,,,,,,
KeypadEnter,Num Enter,,,,,,,,,,,
KeypadEquals,Num =,,,,,,,,,,,
UpArrow,Up arrow,,,,,,,,,,,
DownArrow,Down arrow,,,,,,,,,,,
RightArrow,Right arrow,,,,,,,,,,,
LeftArrow,Left arrow,,,,,,,,,,,
Insert ,Insert ,,,,,,,,,,,
Home ,Home ,,,,,,,,,,,
End ,End ,,,,,,,,,,,
PageUp ,Page Up ,,,,,,,,,,,
PageDown ,Page Down ,,,,,,,,,,,
Alpha0,0,,,,,,,,,,,
Alpha1,1,,,,,,,,,,,
Alpha2,2,,,,,,,,,,,
Alpha3,3,,,,,,,,,,,
Alpha4,4,,,,,,,,,,,
Alpha5,5,,,,,,,,,,,
Alpha6,6,,,,,,,,,,,
Alpha7,7,,,,,,,,,,,
Alpha8,8,,,,,,,,,,,
Alpha9,9,,,,,,,,,,,
Exclaim,!,,,,,,,,,,,
DoubleQuote,"""",,,,,,,,,,,
Hash,#,,,,,,,,,,,
Dollar,$,,,,,,,,,,,
Percent,%,,,,,,,,,,,
Ampersand,&,,,,,,,,,,,
Quote,?',,,,,,,,,,,
LeftParen,(,,,,,,,,,,,
RightParen,),,,,,,,,,,,
Asterisk,*,,,,,,,,,,,
Plus,+,,,,,,,,,,,
Comma,",",,,,,,,,,,,
Minus,-,,,,,,,,,,,
Period,.,,,,,,,,,,,
Slash,/,,,,,,,,,,,
Colon,:,,,,,,,,,,,
Semicolon,;,,,,,,,,,,,
Less,<,,,,,,,,,,,
Equals,=,,,,,,,,,,,
Greater,>,,,,,,,,,,,
Question,?,,,,,,,,,,,
At,@,,,,,,,,,,,
LeftBracket,[,,,,,,,,,,,
Backslash,\,,,,,,,,,,,
RightBracket,],,,,,,,,,,,
Caret,^,,,,,,,,,,,
Underscore,_,,,,,,,,,,,
BackQuote,`,,,,,,,,,,,
LeftCurlyBracket,{,,,,,,,,,,,
Pipe,|,,,,,,,,,,,
RightCurlyBracket,},,,,,,,,,,,
Tilde,~,,,,,,,,,,,
Numlock,Num Lock,,,,,,,,,,,
CapsLock ,Caps Lock ,,,,,,,,,,,
ScrollLock ,Scroll Lock ,,,,,,,,,,,
RightShift ,Right Shift ,,,,,,,,,,,
LeftShift,Left Shift,,,,,,,,,,,
RightControl,Right Control,,,,,,,,,,,
LeftControl ,Left Control ,,,,,,,,,,,
RightAlt,Right Alt,,,,,,,,,,,
LeftAlt,Left Alt,,,,,,,,,,,
LeftCommand,Left Command,,,,,,,,,,,
LeftApple,Left Apple,,,,,,,,,,,
LeftWindows,Left Windows,,,,,,,,,,,
RightCommand,Right Command,,,,,,,,,,,
RightApple,Right Apple,,,,,,,,,,,
RightWindows,Right Windows,,,,,,,,,,,
AltGr,AltGr,,,,,,,,,,,
Help,Help,,,,,,,,,,,
Print,Print,,,,,,,,,,,
SysReq,SysRq,,,,,,,,,,,
Break,Break,,,,,,,,,,,
Menu,Menu,,,,,,,,,,,
Mouse0,Left click,,,,,,,,,,,
Mouse1,Right click,,,,,,,,,,,
Mouse2,Middle click,,,,,,,,,,,
Mouse3,Mouse 3,,,,,,,,,,,
Mouse4,Mouse 4,,,,,,,,,,,
Mouse5,Mouse 5,,,,,,,,,,,
Mouse6,Mouse 6,,,,,,,,,,,
JoystickButton0,"<size=20><sprite name=""JoystickButton0""></size>",,,,,,,,,,,
JoystickButton1,"<size=20><sprite name=""JoystickButton1""></size>",,,,,,,,,,,
JoystickButton2,"<size=20><sprite name=""JoystickButton2""></size>",,,,,,,,,,,
JoystickButton3,"<size=20><sprite name=""JoystickButton3""></size>",,,,,,,,,,,
JoystickButton4,Left Bumper,,,,,,,,,,,
JoystickButton5,Right Bumper,,,,,,,,,,,
JoystickButton6,View (Back),,,,,,,,,,,
JoystickButton7,Menu (Start),,,,,,,,,,,
JoystickButton8,Left Stick Button,,,,,,,,,,,
JoystickButton9,Right Stick Button,,,,,,,,,,,
JoystickButton10,"Left Stick ""Horizontal""",,,,,,,,,,,
JoystickButton11,Left Stick ÅgVerticalÅh,,,,,,,,,,,
JoystickButton12,Right Stick ÅgHorizontalTurnÅh,,,,,,,,,,,
JoystickButton13,Right Stick ÅgVerticalTurnÅh,,,,,,,,,,,
JoystickButton14,DPAD ? Horizontal,,,,,,,,,,,
JoystickButton15,DPAD ? Vertical,,,,,,,,,,,
JoystickButton16,Left Trigger,,,,,,,,,,,
JoystickButton17,Right Trigger,,,,,,,,,,,
JoystickButton18,Left Trigger Shared Axis,,,,,,,,,,,
JoystickButton19,Right Trigger Shared Axis,,,,,,,,,,,
Sequence Last Separator, and,,,,,,,,,,,
Northern,Northern,,,,,,,,,,,
Western,Western,,,,,,,,,,,
Eastern,Eastern,,,,,,,,,,,
Southern,Southern,,,,,,,,,,,
Northwestern,Northwestern,,,,,,,,,,,
Northeastern,Northeastern,,,,,,,,,,,
Southwestern,Southwestern,,,,,,,,,,,
Southeastern,Southeastern,,,,,,,,,,,
Very slow,Very slow,,,,,,,,,,,
Slow,Slow,,,,,,,,,,,
Medium,Medium,,,,,,,,,,,
Fast,Fast,,,,,,,,,,,
Very fast,Very fast,,,,,,,,,,,
,,,,,,,,,,,,
/Units,English,,,,,,,,,,,
km,km,,,,,,,,,,,
m,m,,,,,,,,,,,
nmi,nmi,,,,,,,,,,,
cables,cables,,,,,,,,,,,
km/h,km/h,,,,,,,,,,,
kn,kn,,,,,,,,,,,
dB,dB,,,,,,,,,,,
%,%,,,,,,,,,,,
cm,cm,,,,,,,,,,,
l per min,l/min,,,,,,,,,,,
per min,/min,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
